05/14/1998	4.27	MKS	A455	1
05/14/1998	4.02	MKS	A455	1
05/14/1998	4.19	MKS	A455	1
05/15/1998	3.84	RMM	C334	1
05/15/1998	4.47	RMM	C334	1
05/15/1998	3.77	RMM	C334	1
05/15/1998	4.06	RMM	C334	1
05/15/1998	4.44	RMM	C334	1
05/15/1998	4.43	RMM	C334	1
05/16/1998	4.19	DRJ	C334	1
05/16/1998	4.46	DRJ	C334	1
05/16/1998	4.41	DRJ	C334	1
05/16/1998	4.06	DRJ	C334	1
05/16/1998	4.40	DRJ	C334	1
05/16/1998	4.23	DRJ	C334	1
05/17/1998	4.25	DRJ	C334	1
05/17/1998	4.01	DRJ	C334	1
05/17/1998	4.02	DRJ	C334	1
05/17/1998	4.07	DRJ	C334	1
05/17/1998	3.75	DRJ	C334	1
05/17/1998	4.30	DRJ	C334	1
05/18/1998	4.08	MKS	C334	1
05/18/1998	4.17	MKS	C334	1
05/18/1998	4.10	MKS	C334	1
05/18/1998	4.07	MKS	C334	1
05/18/1998	4.21	MKS	C334	1
05/18/1998	3.94	MKS	C334	1
05/19/1998	4.07	CMB	C334	1
05/19/1998	4.03	CMB	C334	1
05/19/1998	4.20	CMB	C334	1
05/19/1998	4.33	CMB	C334	1
05/19/1998	4.24	CMB	C334	1
05/19/1998	3.91	CMB	C334	1
05/20/1998	3.42	RMM	C334	1
05/20/1998	4.79	RMM	C334	1
05/20/1998	3.72	RMM	C334	1
05/20/1998	4.00	RMM	C334	1
05/20/1998	3.81	RMM	C334	1
05/20/1998	4.45	RMM	C334	1
05/21/1998	4.34	DRJ	C334	2
05/21/1998	4.38	DRJ	C334	2
05/21/1998	4.01	DRJ	C334	2
05/21/1998	4.35	DRJ	C334	2
05/21/1998	4.15	DRJ	C334	2
05/21/1998	4.35	DRJ	C334	2
05/22/1998	4.46	RMM	C334	2
05/22/1998	4.52	RMM	C334	2
05/22/1998	4.53	RMM	C334	2
05/22/1998	4.40	RMM	C334	2
05/22/1998	5.01	RMM	C334	2
05/22/1998	4.49	RMM	C334	2
05/23/1998	4.52	RMM	A386	2
05/23/1998	4.51	RMM	A386	2
05/23/1998	4.41	RMM	A386	2
05/23/1998	4.57	RMM	A386	2
05/23/1998	4.49	RMM	A386	2
05/23/1998	4.42	RMM	A386	2
05/24/1998	3.99	DRJ	A386	2
05/24/1998	4.31	DRJ	A386	2
05/24/1998	3.99	DRJ	A386	2
05/24/1998	4.07	DRJ	A386	2
05/24/1998	4.44	DRJ	A386	2
05/24/1998	4.34	DRJ	A386	2
05/25/1998	4.34	MKS	A386	2
05/25/1998	4.42	MKS	A386	2
05/25/1998	4.09	MKS	A386	2
05/25/1998	4.42	MKS	A386	2
05/25/1998	4.39	MKS	A386	2
05/25/1998	4.41	MKS	A386	2
05/26/1998	4.08	RMM	A386	2
05/26/1998	4.35	RMM	A386	2
05/26/1998	4.16	RMM	A386	2
05/26/1998	4.08	RMM	A386	2
05/26/1998	4.22	RMM	A386	2
05/26/1998	3.99	RMM	A386	2
05/27/1998	4.48	CMB	A386	2
05/27/1998	4.11	CMB	A386	2
05/27/1998	4.05	CMB	A386	2
05/27/1998	4.37	CMB	A386	2
05/27/1998	4.48	CMB	A386	2
05/27/1998	4.87	CMB	A386	2
05/28/1998	4.15	RMM	A386	2
05/28/1998	4.31	RMM	A386	2
05/28/1998	4.45	RMM	A386	2
05/28/1998	4.00	RMM	A386	2
05/28/1998	3.90	RMM	A386	2
05/28/1998	4.34	RMM	A386	2
05/29/1998	4.01	CMB	A455	2
05/29/1998	4.63	CMB	A455	2
05/29/1998	4.28	CMB	A455	2
05/29/1998	5.01	CMB	A455	2
05/29/1998	4.28	CMB	A455	2
05/29/1998	4.83	CMB	A455	2
05/30/1998	4.08	RMM	A455	2
05/30/1998	4.29	RMM	A455	2
05/30/1998	4.48	RMM	A455	2
05/30/1998	4.14	RMM	A455	2
05/30/1998	4.35	RMM	A455	2
05/30/1998	4.41	RMM	A455	2
05/31/1998	4.46	CMB	A455	2
05/31/1998	4.44	CMB	A455	2
05/31/1998	4.32	CMB	A455	2
05/31/1998	4.36	CMB	A455	2
05/31/1998	4.30	CMB	A455	2
05/31/1998	4.87	CMB	A455	2
06/01/1998	4.63	DRJ	A455	2
06/01/1998	4.73	DRJ	A455	2
06/01/1998	3.92	DRJ	A455	2
06/01/1998	4.09	DRJ	A455	2
06/01/1998	3.99	DRJ	A455	2
06/01/1998	4.32	DRJ	A455	2
06/02/1998	4.38	MKS	A455	2
06/02/1998	4.01	MKS	A455	2
06/02/1998	4.14	MKS	A455	2
06/02/1998	4.16	MKS	A455	2
06/02/1998	3.97	MKS	A455	2
06/02/1998	4.25	MKS	A455	2
06/03/1998	4.13	CMB	A455	2
06/03/1998	4.14	CMB	A455	2
06/03/1998	4.17	CMB	A455	2
06/03/1998	4.49	CMB	A455	2
06/03/1998	4.24	CMB	A455	2
06/03/1998	3.97	CMB	A455	2
06/04/1998	3.98	CMB	A455	2
06/04/1998	4.30	CMB	A455	2
06/04/1998	4.32	CMB	A455	2
06/04/1998	4.97	CMB	A455	2
06/04/1998	3.97	CMB	A455	2
06/04/1998	4.55	CMB	A455	2
06/05/1998	4.29	MKS	C334	2
06/05/1998	4.37	MKS	C334	2
06/05/1998	4.75	MKS	C334	2
06/05/1998	4.53	MKS	C334	2
06/05/1998	4.69	MKS	C334	2
06/05/1998	4.29	MKS	C334	2
06/06/1998	4.19	CMB	C334	2
06/06/1998	4.19	CMB	C334	2
06/06/1998	3.96	CMB	C334	2
06/06/1998	4.38	CMB	C334	2
06/06/1998	4.15	CMB	C334	2
06/06/1998	4.35	CMB	C334	2
06/07/1998	4.23	MKS	C334	2
06/07/1998	4.37	MKS	C334	2
06/07/1998	4.34	MKS	C334	2
06/07/1998	4.23	MKS	C334	2
06/07/1998	4.45	MKS	C334	2
06/07/1998	4.42	MKS	C334	2
06/08/1998	4.43	DRJ	C334	2
06/08/1998	4.34	DRJ	C334	2
06/08/1998	4.44	DRJ	C334	2
06/08/1998	4.43	DRJ	C334	2
06/08/1998	4.43	DRJ	C334	2
06/08/1998	4.48	DRJ	C334	2
06/09/1998	4.68	MKS	C334	2
06/09/1998	3.86	MKS	C334	2
06/09/1998	3.75	MKS	C334	2
06/09/1998	4.27	MKS	C334	2
06/09/1998	4.10	MKS	C334	2
06/09/1998	4.16	MKS	C334	2
